board || playerclass || radius || dimension || divers ||
||boards/HiddenTreasureWithMines.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 21740 || 0 || 1087 || 1.0||1291758316454
||boards/Lochness.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758326033
||boards/Lochnesshappy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758335406
||boards/Lochnessplus.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 9640 || 0 || 1156 || 0.41695501730103807||1291758340111
||boards/Piranha.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 35000 || 0 || 1750 || 1.0||1291758345233
||boards/g2Benchmark.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 3703 || 0 || 1577 || 0.11740646797717184||1291758354226
||boards/g5_happy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 7209 || 0 || 461 || 0.781887201735358||1291758359659
||boards/HiddenTreasureWithMines.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 21740 || 0 || 1087 || 1.0||1291758367173
||boards/Lochness.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758375672
||boards/Lochnesshappy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758385214
||boards/Lochnessplus.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 21550 || 0 || 1156 || 0.9320934256055363||1291758390007
||boards/Piranha.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 35000 || 0 || 1750 || 1.0||1291758394479
||boards/g2Benchmark.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 26276 || 0 || 1577 || 0.8331008243500317||1291758403327
||boards/g5_happy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 7205 || 0 || 461 || 0.7814533622559653||1291758409027
||boards/HiddenTreasureWithMines.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 21740 || 0 || 1087 || 1.0||1291758416770
||boards/Lochness.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758425966
||boards/Lochnesshappy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758434959
||boards/Lochnessplus.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 10080 || 0 || 1156 || 0.4359861591695502||1291758439754
||boards/Piranha.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 31500 || 0 || 1750 || 0.9||1291758444003
||boards/g2Benchmark.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 15515 || 0 || 1577 || 0.4919150285351934||1291758453592
||boards/g5_happy.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 4367 || 0 || 461 || 0.47364425162689805||1291758459428
||boards/HiddenTreasureWithMines.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 21740 || 0 || 1087 || 1.0||1291758467221
||boards/Lochness.xml || isnork.g2.JustKeepSwimming || 15 || 30 || 20 || 20000 || 0 || 1000 || 1.0||1291758475559
